Datetime,Tweet,0
2022,*** **** era td o q eu precisava,1
2022,0 preparado p voltar as aulas essa semana,1
2022,12kg a menos nas costa pós rec de mecsol,1
2022,@Aronzera01 @neymarjr @BRVingadores HAHAHAHA meu sonho um parabéns dele,1
2022,@ArthurDelladona HAHAHA 3 anos sem ir já né?,1
2022,@ArthurDelladona num é fácil assim naum rs,1
2022,@ArthurDelladona vamo sextaa?,1
2022,@ArthurLeme5 alvin tio da cantina HAHAHA,1
2022,@ArthurLeme5 continuo só sendo humilhado,1
2022,@ArthurLeme5 ui bilíngue,1
2022,@BiaBullio HAHAHA convencida,1
2022,@BiaBullio dnd???,1
2022,@BiaBullio mais? rs,1
2022,"@BiaBullio oia, mal agradecida ainda 🥴",1
2022,@BiaBullio um dia eu te ensino rs,1
2022,@DuduImparato bola de ouro num vai ser antes da copa?,1
2022,@Fcmozeto acho q exagerou um pouco..,1
2022,@GPavanelli__ @_pequenalo HAHAHAHAHAHA,1
2022,@GPavanelli__ @caralitico HAHAHAHAHA 🤫🤫,1
2022,@GPavanelli__ @foraacademia HAHAHAHA e o capacete?,1
2022,@GPavanelli__ @foraacademia HAHAHAHAHA 🤔🤔,1
2022,@Gipavanelli_ @memedepressivos @rdgdudaa tá explicado!!,1
2022,@Gipavanelli_ @mirandakarolzi fala p ela q esse lanche era o seu e vc me ofereceu!!! https://t.co/4diASmadRC,1
2022,@Gipavanelli_ @mirandakarolzi me chamando de gordo na cara dura ainda,1
2022,"@Gipavanelli_ @neymarjr aff, ctzz q agr ele manda 🙏🏻 mtobrigado!! ❤️",1
2022,@Gipavanelli_ @vampisad @rdgdudaa é foda decidir smp de última hr,1
2022,@Gipavanelli_ HAHAHAHAHA ah não.. mais essa ainda,1
2022,@Gipavanelli_ amor pelo ariel*** 🫶🏼,1
2022,"@Gipavanelli_ ixi, vai me odiar p smp ent",1
2022,@Gipavanelli_ mds giovanna.. HAHAHA,1
2022,@Gipavanelli_ preguiçosa,1
2022,@Gipavanelli_ q dó,1
2022,@Gipavanelli_ sou difícil!!,1
2022,@Gipavanelli_ só acha isso qm n sb jogar rs,1
2022,@Gipavanelli_ tenho nd p decidirrr rs,1
2022,@Gipavanelli_ vc acordou 11:30 da manhã..,1
2022,@HTurssi @kaio_frts dois bobo,1
2022,@HTurssi vai mandar p mim?,1
2022,@HTurssi voa turbssi 🫶🏼,1
2022,@Minsquito1 @eisincera vamo jogar bola sábado,1
2022,"@Minsquito1 @fer_bianchini1 @neymarjr manda memo, pfv",1
2022,@Minsquito1 querer eu qro as 3 hahahaha,1
2022,@Minsquito1 tá certíssimo nunão 🫡,1
2022,"@Minsquito1 vamoo nunão, qdo vc quiser",1
2022,"@Minsquito1 é a do hexa, vale a pena",1
2022,@TitoSpirandeli @rossiguiro HAHAHA tava guardando energia pro q veio dps rs,1
2022,@TitoSpirandeli @rossiguiro férias!,1
2022,@TitoSpirandeli e ele ainda pediu pra pegar o real HAHAHA,1
2022,@brunocsl2 mas ainda é 1 da tarde,1
2022,@danielassoni HAHAHA n vou dormir a noite,1
2022,@danielassoni nunca critiquei!!!!!!! HAHAHA to indo buscar,1
2022,@dugenevicius escoteira?,1
2022,@dugenevicius esse música é minha e eu tenho ciúmes.,1
2022,@elisaxmonteiro cm,1
2022,@fer_bianchini1 5 dias aproximadamente amigão,1
2022,"@fer_bianchini1 @Minsquito1 @neymarjr HAHAHAHA fechou fefo, mtobrigado!",1
2022,@fer_bianchini1 amanhã vai me destruir hahahahaha,1
2022,@fer_bianchini1 ben 10 rs,1
2022,@fer_bianchini1 resultado ta dando!!,1
2022,@gi_aciari perdão,1
2022,"@isabelissima1 minha garganta pede o calor com força HAHAHA
fica boa nunk",1
2022,@joaoreisse acabei de matar minha vontade rs,1
2022,@kaio_frts acontece..,1
2022,@kaio_frts minha música,1
2022,@mafeeflaquer essa é fortíssima,1
2022,@mirandakarolzi @Gipavanelli_ OBRIGADO,1
2022,@mirandakarolzi @neymarjr joga seu charme p ele q aí num tem erro 🫶🏼,1
2022,"@moraes919 @neymarjr só isso msm, o resto eu corro atrás",1
2022,@moraes919 blz amigão,1
2022,@moraes919 fortíssima,1
2022,@moraes919 manda feliz dia dos pais p marcão 🙏🏻,1
2022,@moraes919 só a casinha né,1
